Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39
312,0,312-0,GUADELOUPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,1.1,312-1.1,,,Total arrivals,,,Thousands,,VF,1059,1236,1130,914,854,994,759,..,569,560,445,447,500,527,458,497,419,487,645,720,822,857,970,1166,..,..,..,..,
316,0,316-0,GUAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,1.1,316-1.1,,,Total arrivals,,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
320,0,320-0,GUATEMALA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,1.1,320-1.1,,,Total arrivals,,,Thousands,,VF,563,520,576,636,823,826,835,884,880,1182,1316,1502,1628,1715,1311,1384,1434,1491,1516,1739,1865,1906,2113,2406,2560,594,666,1844.7,
324,0,324-0,GUINEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,1.1,324-1.1,,,Total arrivals,,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,46.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
624,0,624-0,GUINEA-BISSAU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624,1.1,624-1.1,,,Total arrivals,,,Thousands,1/,TF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
328,0,328-0,GUYANA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,1.1,328-1.1,,,Total arrivals,,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
332,0,332-0,HAITI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,1.1,332-1.1,,,Total arrivals,,,Thousands,,VF,370,400,387,393,386,445,499,482,518,385,480,558,868,758,826,793,946,959,1064,1127.6,1190,1153,1262,1333,938,322,148,..,
340,0,340-0,HONDURAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,1.1,340-1.1,,,Total arrivals,,,Thousands,,VF,..,271,310,324,428,689,672,788,887,1026,1118,1136,1309,1561,1589,1965,1852,1903,1857,2082,2093,2228,2144,2323,2315,669,826,1911,
344,0,344-0,"HONG KONG, CHINA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,1.1,344-1.1,,,Total arrivals,,,Thousands,,VF,10200,12974,11273,10160,11328,13059,13725,16566,15537,21811,23359,25251,28169,29507,29591,36030,41921,48615,54299,60839,59308,56655,58472,65148,55913,3569,91.4,604.6,
348,0,348-0,HUNGARY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,1.1,348-1.1,,,Total arrivals,,,Thousands,,VF,39240,39833,37315,33624,28803,31141,30679,31739,31412,33934,36173,38318,39379,39554,40624,39904,41304,43565,43611,45984,48345,52890,54962,57667,61397,31641,36688,46343,
352,0,352-0,ICELAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,1.1,352-1.1,,,Total arrivals,,,Thousands,,VF,211,223,223,255,281,328,329,315,348,405,429,477,539,561,563,559,628,765,900,1102,1389,1891,2353,2488,2202,488,717,..,
356,0,356-0,INDIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,1.1,356-1.1,,,Total arrivals,,,Thousands,,VF,2143,2308,2395,2382,2508,2677,2591,2428,2774,3512,4038,4626,5244,5373,5295,5881,..,..,..,..,..,..,15543,17423,17914,6337,7010,14330,
360,0,360-0,INDONESIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,1.1,360-1.1,,,Total arrivals,,,Thousands,,VF,4324,5034,5185,4606,4728,5064,5153,5033,4467,5321,5002,4871,5506,6234,6324,7003,7650,8044,8802,9435,10407,11519,14040,15810,16107,4053,1558,5889,
364,0,364-0,"IRAN, ISLAMIC REPUBLIC OF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,1.1,364-1.1,,,Total arrivals,,,Thousands,,VF,452,573,764,1008,1321,1342,1402,1585,1546,1659,1889,2735,2219,2034,2116,2938,3354,3834,4769,4968,5237,4942,4867,7295,9107,1550,989,4108,
368,0,368-0,IRAQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,1.1,368-1.1,,,Total arrivals,,,Thousands,,VF,61,51,15,45,30,78,127,..,..,..,..,..,..,864,1262,1518,1510,1111,892,..,..,..,..,..,..,..,..,..,
372,0,372-0,IRELAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,1.1,372-1.1,,,Total arrivals,,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
376,0,376-0,ISRAEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,1.1,376-1.1,,,Total arrivals,,,Thousands,,VF,2530,2360,2295,2200,2566,2672,1219,862.1,..,1505.8,1916,1834,2294,3034,2740,3444,3362,3520,3540,3251,3109,3070,3863,4389,4905,887,402,2851,
380,0,380-0,ITALY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,1.1,380-1.1,,,Total arrivals,,,Thousands,,VF,55706,59805,57998,58499,59521,62702,60960,63561,63026,58480,59230,66353,70271,70719,71692,73225,75866,76293,76762,77694,81068,84925,89931,93228.6,95399,38419,40186,74317,
388,0,388-0,JAMAICA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,1.1,388-1.1,,,Total arrivals,,,Thousands,,VF,1752,1821,1904,1899,2013,2230,2117,2131,2483,2515,2615,3016,2880,2859,2753,2832,3077,3306,3274,3504,3692,3837,4276,4319,4234,1329.7,1535,3330.7,
392,0,392-0,JAPAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,1.1,392-1.1,,,Total arrivals,,,Thousands,1/,VF,3345,3837,4218,4106,4438,4757,4772,5239,5212,6138,6728,7334,8347,8351,6790,8611,6219,8358,10364,13413,19737,24039,28691,31192,31882,4115.8,246,3832,
400,0,400-0,JORDAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,1.1,400-1.1,,,Total arrivals,,,Thousands,,VF,3277,3164,3068,3438,3231,2700,3034,4677,4600,5587,5817,6573,6529,7100,7085,8078,6813,6314,5389,5327,4809,4236,4565,4922,5361,1240,2359,5049.1,
398,0,398-0,KAZAKHSTAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,1.1,398-1.1,,,Total arrivals,,,Thousands,,VF,..,202,284,257,394,1683,2693,3678,3237,4291,4365,4707,5311,4117,3774,4097,5685,6163,6841,6333,6430,6509,7701,8789,8515,2035,1330,4729,
404,0,404-0,KENYA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,1.1,404-1.1,,,Total arrivals,,,Thousands,,VF,974,1003,1001,894,969,1037,994,1001,1146,1361,1479,1601,1817,1203,1490,1609,1823,1711,1520,1350,1181,1340,1449,2025,2049,568,870,1484,
296,0,296-0,KIRIBATI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,1.1,296-1.1,,,Total arrivals,,,Thousands,,VF,..,..,..,..,20.3,13.4,14.5,119.5,130.1,63.9,50.2,10.8,32.3,..,..,..,..,..,..,8.3,8.2,7.6,7.5,9,12,..,..,..,
408,0,408-0,"KOREA, DEMOCRATIC PEOPLE´S REPUBLIC OF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,1.1,408-1.1,,,Total arrivals,,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
410,0,410-0,"KOREA, REPUBLIC OF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,1.1,410-1.1,,,Total arrivals,,,Thousands,1/,VF,3753,3684,3908,4250,4660,5322,5147,5347,4753,5818,6023,6155,6448,6891,7818,8798,9795,11140,12176,14202,13232,17242,13336,15347,17503,2519,967,3198,
414,0,414-0,KUWAIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,1.1,414-1.1,,,Total arrivals,,,Thousands,,VF,1443,1565,1638,1763,1884,1944,2072,2316,2602,3056,3474,3899,4482,4736,5088,5208,5574,5729,6217,6528,6941,7055,7407,8508,8565,2161,1606,..,
417,0,417-0,KYRGYZSTAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,1.1,417-1.1,,,Total arrivals,,,Thousands,,VF,..,..,..,290,165,173,199,183,342,398,319,766,1656,2379,2451,1224,3025,3393,4134,3791,4000,3853,4568,6947,8508,2079,3169,6901,
418,0,418-0,LAO PEOPLE´S DEMOCRATIC REPUBLIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,1.1,418-1.1,,,Total arrivals,,,Thousands,,VF,346,403,463,500,614,737,674,736,636,895,1095,1215,1624,1737,2008,2513,2724,3330,3779,4159,4684,4239,3869,4186,4791,886.4,..,..,
428,0,428-0,LATVIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,1.1,428-1.1,,,Total arrivals,,,Thousands,1/,VF,1633,1750,1842,1788,1738,1882,2061,2297,2524,3127,3791,4649,5209,5496,4727,5042,5538,5569,5822,6246,6842,6797,7726,7775,8342,3204,1937,..,
422,0,422-0,LEBANON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,1.1,422-1.1,,,Total arrivals,,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
426,0,426-0,LESOTHO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,1.1,426-1.1,,,Total arrivals,,,Thousands,1/,VF,209,312,313,290,308,302,295,287,329,304,304,357,300,293,344,426,398,423,433,1079,1082,1196,1137,1173,1142,..,279,..,
430,0,430-0,LIBERIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,1.1,430-1.1,,,Total arrivals,,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
434,0,434-0,LIBYA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,1.1,434-1.1,,,Total arrivals,,,Thousands,,VF,1832,1276,913,850,965,963,953,858,958,..,..,125,106,760,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
438,0,438-0,LIECHTENSTEIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,1.1,438-1.1,,,Total arrivals,,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
440,0,440-0,LITHUANIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,1.1,440-1.1,,,Total arrivals,,,Thousands,,VF,2600,3497,3702,4287,4454,4092,4195,3999,3635,..,..,..,4251,4459,4001,4073,4504,4979,5264,5217,5048,5322,5590,6115,6150,2284,2096,4725,
442,0,442-0,LUXEMBOURG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,1.1,442-1.1,,,Total arrivals,,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
446,0,446-0,"MACAO, CHINA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,1.1,446-1.1,,,Total arrivals,,,Thousands,,VF,7752,8151,7000,6949,7444,9162,10279,11531,11888,16673,18711,21998,27003,22933,21753,24965,28002,28082,29325,31526,30715,30950,32611,35804,39406,5897,7706,5700.3,
450,0,450-0,MADAGASCAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,1.1,450-1.1,,,Total arrivals,,,Thousands,,VF,115,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,282,333,285,360,486,87.1,7.8,..,
454,0,454-0,MALAWI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,1.1,454-1.1,,,Total arrivals,,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
458,0,458-0,MALAYSIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,1.1,458-1.1,,,Total arrivals,,,Thousands,,VF,14885,14084,12591,10886,13910,17213,22995,20756,16293,24432,24209,25298,28325,25321,31509,..,..,..,..,..,..,..,..,..,35046,6102,399,19016,
462,0,462-0,MALDIVES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,1.1,462-1.1,,,Total arrivals,,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
466,0,466-0,MALI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,1.1,466-1.1,,,Total arrivals,,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
470,0,470-0,MALTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,1.1,470-1.1,,,Total arrivals,,,Thousands,1/,VF,1193,1123,1238,1326,1402,1387,1439,1483,1512,1428,1484,1521,1723,1832,1608,1815,1916,2007,2013,2162,2383,2592,2944,3232,3519,718,1110,2776.2,
584,0,584-0,MARSHALL ISLANDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584,1.1,584-1.1,,,Total arrivals,,,Thousands,,VF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.5,7.9,..,..,2,..,..,
474,0,474-0,MARTINIQUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,1.1,474-1.1,,,Total arrivals,,,Thousands,,VF,885,885,900,964,903,816,663,654,722,630,577,599,573,568,511,553,538,603,622,696,762,842,1003,1002,919,523.6,312,661,
478,0,478-0,MAURITANIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,1.1,478-1.1,,,Total arrivals,,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
480,0,480-0,MAURITIUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,1.1,480-1.1,,,Total arrivals,,,Thousands,,VF,437,509,558,579,600,678,675,709,721,739,782,807,933,970,890,956,983,984,1015,1065,1174,1307,1371,1431,1418,315.6,180.3,1003.1,
484,0,484-0,MEXICO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,1.1,484-1.1,,,Total arrivals,,,Thousands,,VF,85446,90394,92915,95214,99869,105673,100718,100153,92330,99250,103146,97701,93582,92948,88044,81953,75732,76749,78100,81042,87129,94853,99349,96497,97406,51128,55301,65995,
583,0,583-0,"MICRONESIA, FEDERATED STATES OF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,1.1,583-1.1,,,Total arrivals,,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
498,0,498-0,"MOLDOVA, REPUBLIC OF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,1.1,498-1.1,,,Total arrivals,,,Thousands,1/,VF,32.8,28.9,21.2,19.9,14.1,19,15.7,20.2,23.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
492,0,492-0,MONACO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,1.1,492-1.1,,,Total arrivals,,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
496,0,496-0,MONGOLIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,1.1,496-1.1,,,Total arrivals,,,Thousands,,VF,108,71,82,197,160,158,192,235,205,305,345,408,455,469,465,557,627,624,515,506,467,471,543,598,637,66.9,39.2,301,
499,0,499-0,MONTENEGRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,1.1,499-1.1,,,Total arrivals,,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
500,0,500-0,MONTSERRAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,1.1,500-1.1,,,Total arrivals,,,Thousands,,VF,19.3,9,6.1,9.4,13,14.3,15.6,15,13.6,15.2,13.1,9.5,8.7,8.4,7.3,7.7,7.4,9.905,8.7,10.7,13.3,13.5,18.6,16.7,19.3,7.7,1.6,..,
504,0,504-0,MOROCCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504,1.1,504-1.1,,,Total arrivals,,,Thousands,,VF,2752,2856,3203,3267,4088,4458,4596,4709,5021,5732,6077,6777,7701,8209,8661,9752,9784,9830,10349,10507,10542,10677,11540,12489,13109,2802,3722,10968,
508,0,508-0,MOZAMBIQUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,1.1,508-1.1,,,Total arrivals,,,Thousands,,VF,..,..,..,..,..,..,404,943,726,711,954,1095,1259,1439,1711,1836,2013,2206,1970,1751,1634,1715,1514,2870,2033,959,549,879,
104,0,104-0,MYANMAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,1.1,104-1.1,,,Total arrivals,,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
516,0,516-0,NAMIBIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,1.1,516-1.1,,,Total arrivals,,,Thousands,,VF,421,560,610,681,694,759,700,799,739,986,856,961,1048,1079,1100,1114,1163,1245,1327,1429,1488,1551,1581,1639,1651,187.1,261.3,528,
520,0,520-0,NAURU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,1.1,520-1.1,,,Total arrivals,,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
524,0,524-0,NEPAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,1.1,524-1.1,,,Total arrivals,,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
528,0,528-0,NETHERLANDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,1.1,528-1.1,,,Total arrivals,,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
540,0,540-0,NEW CALEDONIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,1.1,540-1.1,,,Total arrivals,,,Thousands,,VF,122,138,139,127,151,161,152,158,166,177,182,219,227,256,230,282,348,390,494,529,558,625,626,576,474,79,..,139,
554,0,554-0,NEW ZEALAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554,1.1,554-1.1,,,Total arrivals,,,Thousands,1/,VF,1409,1529,1497,1485,1607,1787,1909,2045,2104,2334,2366,2409,2455,2483,2473,2530,2617,2574,2710,2854,3129,3494,3723,3858,3888,996,207,1434,
558,0,558-0,NICARAGUA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558,1.1,558-1.1,,,Total arrivals,,,Thousands,,VF,341,388,453,483,530,581,584,579,646,735,804,891,978,1011,1010,1071,1122,1233,1273,1390,1456,1596,1958,1412,1455,474,312.4,932.7,
562,0,562-0,NIGER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
562,1.1,562-1.1,,,Total arrivals,,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
566,0,566-0,NIGERIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
566,1.1,566-1.1,,,Total arrivals,,,Thousands,,VF,1031,1230,1292,1357,1425,1492,1753,2046,2253,2646,2778,3056,5239,5820,6053,6113,3765,4673,4038,4803,6017,5265,5182,5254,5361,1209,1246,1271,
570,0,570-0,NIUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570,1.1,570-1.1,,,Total arrivals,,,Thousands,,VF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11.600000000000001,..,..,..,..,..,
807,0,807-0,NORTH MACEDONIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
807,1.1,807-1.1,,,Total arrivals,,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
580,0,580-0,NORTHERN MARIANA ISLANDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
580,1.1,580-1.1,,,Total arrivals,,,Thousands,,VF,676,736,695,490,502,529,444,476,459,536,507,436,389,397,354,379,341,401,439,460,479,531,660,518,487,89,12.7,96.6,
578,0,578-0,NORWAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578,1.1,578-1.1,,,Total arrivals,,,Thousands,,VF,..,..,..,5045,5123,5121,5115,4543,4686,5130,5418,5738,6017,6054,6114,6578,6693,..,..,..,..,..,..,..,..,..,..,..,
512,0,512-0,OMAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,1.1,512-1.1,,,Total arrivals,,,Thousands,,VF,..,..,..,..,..,..,1095,1112,1210,1407,1101,1385,1360,1540,1584,1500,1393,1714,1923,2225,2634,3207,3178,3242,3506,869,652,2920,
586,0,586-0,PAKISTAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
586,1.1,586-1.1,,,Total arrivals,,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
585,0,585-0,PALAU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
585,1.1,585-1.1,,,Total arrivals,,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
591,0,591-0,PANAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591,1.1,591-1.1,,,Total arrivals,,,Thousands,1/,VF,417,443,504,529,555,600,737,800,897,1004,1070,1215,1428,1575,1562,1726,2004,2086,2202,2305,2553,2379,2517,2487,2494,647,804,1946,
598,0,598-0,PAPUA NEW GUINEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
598,1.1,598-1.1,,,Total arrivals,,,Thousands,,VF,..,..,..,..,..,..,..,..,..,..,..,..,..,120,126,146,165,175,182,191,199,198,182,195,211,39,17,69.4,
600,0,600-0,PARAGUAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,1.1,600-1.1,,,Total arrivals,,,Thousands,1/,VF,15678,12868,10955,9818,6569,3924,3550,3194,2859,2589,2648,2830,3005,3118,3183,3171,3365,3655,3538,3455,4102,4318,4744,4183,4368,1077,571,1548,
604,0,604-0,PERU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604,1.1,604-1.1,,,Total arrivals,,,Thousands,,VF,..,..,..,..,..,..,..,1304,1380,1650,1938,2227,2451,2581,2681,2948,3299,3642,4010,4062,4381,4718,4992,5384,5275,1119,444,2278.5,
608,0,608-0,PHILIPPINES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608,1.1,608-1.1,,,Total arrivals,,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
616,0,616-0,POLAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,1.1,616-1.1,,,Total arrivals,,,Thousands,1/,VF,82244,87439,87817,88592,89118,84515,61431,50735,52130,61918,64606,65115,66208,59935,53840,58340,60745,67390,72310,73750,77743,80476,83804,85946,88515,51076,51026,71814,
620,0,620-0,PORTUGAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620,1.1,620-1.1,,,Total arrivals,,,Thousands,1/,VF,23066,23252,24244,26560,27016,28014,28150,27194,27532,21165,21173,22588,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
630,0,630-0,PUERTO RICO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630,1.1,630-1.1,,,Total arrivals,,,Thousands,,VF,4087,4110,4350,4671,4221,4566,4908,4364,4402,4889,5073,5022,5062,5213,4415,4379,4214,4197,4210,4456,5051,5003,4927,4260,4931,3882,2754.7,3637.5,
634,0,634-0,QATAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
634,1.1,634-1.1,,,Total arrivals,,,Thousands,,VF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1482,1700,2057,2324,2612,2839,2941,2938,2256,1819,2136.5,582,611,2560,
638,0,638-0,REUNION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
638,1.1,638-1.1,,,Total arrivals,,,Thousands,,VF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,551,574,601,255.1,..,..,
642,0,642-0,ROMANIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642,1.1,642-1.1,,,Total arrivals,,,Thousands,,VF,5445,5205,5149,4831,5224,5264,4938,4794,5595,6600,5839,6037,7722,8862,7575,7498,7611,7937,8019,8442,9331,10223,10926,11720,12815,5023,6789,12697,
643,0,643-0,RUSSIAN FEDERATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643,1.1,643-1.1,,,Total arrivals,,,Thousands,,VF,10290,16208,17463,16188,18820,21169,21595,23309,22521,22064,22201,22486,22909,23676,21339,22281,24932,28177,30792,32421,33729,24571,24390,24551,24419,6359,..,..,
646,0,646-0,RWANDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646,1.1,646-1.1,,,Total arrivals,,,Thousands,1/,VF,..,..,..,..,..,..,..,..,..,..,..,531,610,669,664,667,908,1061,1122,1220,1298,1377,1570,1711,1634,497,511,..,
461,0,461-0,SABA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,1.1,461-1.1,,,Total arrivals,,,Thousands,,VF,25,24.3,28.6,25.4,24.3,24.4,23.9,21.5,20.5,23.2,24.9,22.9,21.7,22.5,23.7,22.5,..,..,..,..,..,..,..,..,..,..,..,..,
