Country,Arrival by Region,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
DOMINICAN REPUBLIC,South Asia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7,0.7,0.9,1.4,1.6,1.7,0.6,0.8,1.8
DOMINICAN REPUBLIC,Other not classified,1776.0,358.0,462.0,438.0,516.0,535.0,487.0,498.0,524.0,578.0,603.0,624.0,582.0,533.0,577.0,605.0,604.0,640.0,626.0,677.5,767.6,826.0,834.8,952.2,1090.0,706.6,1340.4,1.9
ECUADOR,Africa,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,3.1,3.1,2.3,2.6,4.5,4.2,5.8,3.7,3.8,3.9,6.2,0.9,0.9,2.2
ECUADOR,Americas,331.0,374.0,406.0,388.0,396.0,503.0,511.0,550.0,617.0,662.0,691.0,642.0,730.0,753.0,734.5,810.3,885.4,996.0,1085.7,1300.0,1271.2,1168.4,1383.5,2102.4,1662.6,387.4,496.7,952.3
ECUADOR,East Asia and the Pacific,13.0,14.0,14.0,14.0,14.0,19.0,16.0,17.0,18.0,18.0,18.0,18.0,24.0,34.0,29.4,31.2,41.3,49.3,44.4,65.0,69.2,67.6,67.6,62.3,64.6,12.2,5.5,21.9
ECUADOR,Europe,95.0,105.0,108.0,108.0,107.0,104.0,112.0,113.0,124.0,134.0,147.0,145.0,180.0,198.0,197.5,198.1,207.2,218.4,217.6,316.1,319.0,318.2,336.6,351.6,361.9,105.4,164.6,283.8
ECUADOR,Middle East,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6,0.7,0.6,0.9,1.2,1.1,1.2,1.5,2.2,2.8,2.6,0.9,1.2,1.6
ECUADOR,South Asia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,3.1,3.7,4.1,4.7,3.8,7.7,9.7,9.5,11.7,11.9,9.7,0.5,0.4,2.9
ECUADOR,Other not classified,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,1.0,16.0,0.0,0.0,0.0,0.0,6.7,0.4,0.3,0.2,0.2,0.2,0.1,0.04,0.1,0.1
EGYPT,Africa,130.0,116.0,120.0,131.0,151.0,147.0,146.0,161.0,183.0,245.0,264.0,302.0,387.0,401.0,455.0,491.0,435.0,428.0,399.0,398.7,418.4,498.3,645.9,801.2,911.3,332.3,568.9,981.3
EGYPT,Americas,229.0,259.0,257.0,217.0,277.0,341.0,251.0,171.0,188.0,257.0,298.0,341.0,430.0,486.0,489.0,563.0,287.0,285.0,240.0,244.3,294.0,278.9,358.3,456.3,548.2,172.4,321.7,675.8
EGYPT,East Asia and the Pacific,187.0,252.0,231.0,131.0,211.0,281.0,210.0,214.0,227.0,296.0,411.0,389.0,526.0,495.0,448.0,559.0,278.0,305.0,248.0,213.4,280.3,341.7,510.5,515.4,530.8,150.6,97.0,237.1
EGYPT,Europe,1811.0,2343.0,2394.0,1957.0,3224.0,3805.0,3132.0,3584.0,4204.0,5920.0,6047.0,6260.0,7937.0,9622.0,9416.0,11177.0,7211.0,8416.0,6976.0,7577.8,6793.8,2586.2,4671.7,6947.7,8380.9,2303.1,5358.7,7336.7
EGYPT,Middle East,742.0,829.0,893.0,986.0,897.0,890.0,868.0,1013.0,1189.0,1318.0,1511.0,1706.0,1687.0,1676.0,1571.0,1761.0,1511.0,1965.5,1494.0,1343.3,1422.4,1580.7,1962.2,2403.1,2418.3,643.4,1514.6,2285.0
EGYPT,South Asia,32.0,37.0,30.0,30.0,35.0,39.0,40.0,46.0,51.0,63.0,73.0,81.0,106.0,116.0,118.0,144.0,102.0,107.6,84.0,75.8,93.6,97.7,125.7,154.0,157.3,39.7,52.5,121.8
EGYPT,Other not classified,2.0,61.0,36.0,2.0,2.0,3.0,2.0,2.0,3.0,5.0,4.0,4.0,18.0,39.0,38.0,36.0,21.0,25.0,22.5,24.6,25.2,15.4,18.1,68.7,79.6,35.4,84.5,86.3
EL SALVADOR,Africa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.4,0.4,0.5,0.7,0.6,0.1,0.3,0.5
EL SALVADOR,Americas,205.0,245.0,343.0,498.0,596.0,720.0,660.0,733.0,682.0,908.0,1086.0,1240.0,1285.0,1343.0,1067.0,1123.0,1140.0,1220.0,1242.0,1304.9,1360.6,1386.9,1502.4,1623.1,1699.5,536.0,1190.2,1832.9
EL SALVADOR,East Asia and the Pacific,5.0,5.0,4.0,4.0,3.0,3.0,3.0,3.0,7.0,9.0,10.0,10.0,12.0,9.0,5.0,7.0,10.0,8.0,8.0,8.7,8.8,12.1,11.8,9.8,10.7,1.8,3.2,8.7
EL SALVADOR,Europe,25.0,33.0,27.0,27.0,26.0,27.0,22.0,22.0,30.0,33.0,31.0,29.0,41.0,33.0,19.0,20.0,34.0,26.0,32.0,30.4,30.8,33.3,40.4,42.6,53.8,10.5,24.7,48.0
EL SALVADOR,Middle East,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
EL SALVADOR,South Asia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,1.0,0.9,0.3,0.4,1.0
EL SALVADOR,Other not classified,0.0,0.0,13.0,13.0,32.0,45.0,50.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERITREA,Africa,182.0,255.0,280.0,119.0,4.0,4.0,7.0,8.0,3.0,5.0,3.0,4.0,5.0,5.0,7.0,8.0,21.0,31.0,31.0,27.0,26.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0
ERITREA,Americas,2.0,3.0,3.0,2.0,1.0,2.0,3.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ERITREA,East Asia and the Pacific,2.0,2.0,2.0,1.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ERITREA,Europe,9.0,11.0,12.0,8.0,4.0,6.0,10.0,8.0,8.0,10.0,8.0,6.0,5.0,5.0,5.0,5.0,5.0,4.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
ERITREA,Middle East,3.0,1.0,1.0,2.0,2.0,2.0,4.0,4.0,3.0,4.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
ERITREA,South Asia,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERITREA,Other not classified,117.0,144.0,111.0,55.0,45.0,53.0,84.0,74.0,59.0,61.0,60.0,59.0,62.0,55.0,63.0,67.0,76.0,90.0,104.0,88.0,83.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0
ESTONIA,Africa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.6,2.0,2.1,2.1,2.6,2.8,3.9,0.7,1.5,3.2
ESTONIA,Americas,30.0,56.0,45.0,79.0,65.0,0.0,17.0,16.0,15.0,23.0,24.0,24.0,28.0,25.0,23.0,27.0,32.0,40.0,37.0,44.0,56.1,50.4,52.1,61.5,66.6,8.0,15.3,42.7
ESTONIA,East Asia and the Pacific,7.0,16.0,24.0,28.0,14.0,0.0,7.0,7.0,11.0,13.0,15.0,18.0,17.0,18.0,20.0,22.0,29.0,36.0,44.2,59.0,70.2,81.5,95.6,99.6,114.2,9.4,7.7,22.4
ESTONIA,Europe,2072.0,2365.0,2548.0,2784.0,3091.0,0.0,949.0,967.0,1081.0,1334.0,1411.0,1382.0,1333.0,1388.0,1332.0,1502.0,1731.0,1782.0,1849.6,1872.0,1779.6,1901.3,1972.2,1933.7,2021.7,629.7,515.9,1366.6
ESTONIA,Other not classified,2.0,7.0,1.0,18.0,11.0,0.0,12.0,14.0,6.0,3.0,2.0,3.0,1.0,1.0,4.0,12.0,14.0,14.0,7.7,6.0,21.2,21.2,33.6,43.0,47.0,28.3,22.5,32.1
ESWATINI,Africa,253.0,264.0,131.0,201.0,199.0,177.0,145.0,173.0,110.0,152.0,1043.0,1056.0,1075.0,1041.0,1191.0,1218.0,1225.0,1165.2,1170.0,1177.8,1104.5,1111.0,1156.3,1116.3,1087.7,315.2,196.8,447.7
ESWATINI,Americas,6.0,6.0,17.0,5.0,10.0,11.0,20.0,10.0,11.0,5.0,17.0,19.0,19.0,20.0,20.0,20.0,19.0,20.3,21.0,22.7,23.4,24.2,25.6,22.8,21.1,4.2,2.2,8.3
ESWATINI,East Asia and the Pacific,4.0,4.0,13.0,1.0,6.0,7.0,6.0,5.0,2.0,3.0,10.0,10.0,12.0,12.0,11.0,11.0,10.0,11.4,12.0,13.4,12.8,14.7,14.4,13.0,12.6,3.0,2.3,5.8
ESWATINI,Europe,33.0,38.0,104.0,76.0,73.0,85.0,85.0,40.0,88.0,111.0,108.0,110.0,119.0,108.0,114.0,85.0,67.0,74.0,87.0,101.1,104.5,114.2,131.1,112.6,91.5,18.7,5.4,32.0
ESWATINI,Middle East,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.4,0.4,0.3,0.1,0.1,0.148
ESWATINI,South Asia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,5.0,6.0,7.0,8.0,7.0,7.8,9.0,9.5,10.4,14.4,15.2,12.3,12.3,4.1,3.9,8.6
ETHIOPIA,Africa,31.0,28.0,29.0,25.0,27.0,34.0,35.0,63.0,69.0,64.0,82.0,90.0,92.0,116.0,150.0,140.0,160.0,169.0,216.8,232.4,260.6,262.5,281.6,249.3,243.7,136.7,341.7,644.9
ETHIOPIA,Americas,14.0,15.0,16.0,15.0,16.0,20.0,20.0,27.0,32.0,34.0,41.0,61.0,68.0,59.0,78.0,95.0,96.0,121.2,129.7,150.3,168.6,171.7,182.5,176.5,160.5,39.2,68.1,73.5
ETHIOPIA,East Asia and the Pacific,4.0,4.0,5.0,4.0,4.0,5.0,6.0,7.0,9.0,10.0,13.0,20.0,26.0,23.0,31.0,39.0,36.0,52.4,51.9,60.7,68.0,69.2,73.5,76.9,66.1,23.9,27.1,45.0
ETHIOPIA,Europe,36.0,39.0,41.0,32.0,29.0,33.0,37.0,39.0,46.0,52.0,62.0,76.0,89.0,95.0,119.0,137.0,163.0,181.3,200.7,231.4,259.4,261.2,280.3,248.0,242.5,50.0,56.4,91.8
ETHIOPIA,Middle East,9.0,13.0,14.0,13.0,13.0,15.0,15.0,17.0,19.0,18.0,20.0,31.0,28.0,25.0,37.0,42.0,47.0,51.3,58.7,68.1,76.3,75.5,82.2,70.1,70.3,7.8,10.3,10.5
ETHIOPIA,South Asia,2.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,5.0,5.0,8.0,8.0,9.0,11.0,12.0,15.0,21.0,21.5,23.4,27.5,30.8,30.5,33.2,28.4,28.5,9.7,14.6,31.0
ETHIOPIA,Other not classified,8.0,8.0,32.0,21.0,23.0,27.0,32.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,0.0,0.0
FIJI,Americas,50.0,50.0,58.0,61.0,76.0,63.0,68.0,69.0,69.0,78.0,75.0,81.0,82.0,82.0,65.0,66.0,69.0,70.0,67.6,74.4,79.5,81.4,93.6,99.3,110.2,20.1,4.6,79.8
FIJI,East Asia and the Pacific,212.0,227.0,232.0,232.0,264.0,178.0,226.0,262.0,288.0,353.0,389.0,394.0,388.0,431.0,415.0,504.0,542.0,535.0,533.8,561.7,618.4,653.9,687.8,706.4,719.8,114.2,26.2,535.7
FIJI,Europe,55.0,61.0,68.0,69.0,69.0,52.0,51.0,65.0,72.0,70.0,70.0,65.0,61.0,63.0,55.0,54.0,56.0,46.0,46.4,47.4,47.9,48.6,51.6,53.7,52.9,10.3,0.6,16.7
FIJI,South Asia,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,2.9,3.1,3.4,4.0,5.2,5.9,6.2,1.2,0.2,2.1
FIJI,Other not classified,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,11.0,9.0,9.0,9.0,7.0,6.0,6.0,7.0,8.2,6.1,5.7,4.3,4.7,5.0,5.2,1.1,0.1,2.0
FINLAND,Africa,0.0,0.0,0.0,9.0,10.0,10.0,8.0,7.0,9.0,6.0,12.0,13.0,11.0,11.0,7.0,14.0,11.0,16.0,7.4,7.9,8.8,8.6,11.2,11.5,11.9,2.8,2.7,8.9
FINLAND,Americas,0.0,0.0,0.0,164.0,161.0,154.0,161.0,182.0,151.0,159.0,160.0,167.0,174.0,163.0,151.0,150.0,181.0,223.0,121.0,127.9,135.0,149.1,174.4,189.5,195.8,51.25,53.2,166.3
FINLAND,East Asia and the Pacific,0.0,0.0,0.0,135.0,126.0,130.0,158.0,244.0,210.0,268.0,273.0,262.0,312.0,314.0,310.0,347.0,427.0,474.0,272.6,286.6,349.0,429.3,532.7,533.9,577.5,126.8,35.6,127.0
FINLAND,Europe,0.0,0.0,0.0,3095.0,3059.0,3487.0,3916.0,4245.0,4157.0,4417.0,4581.0,4891.0,5205.0,5540.0,5182.0,5646.0,6641.0,6923.0,2218.4,2111.9,1934.0,1946.9,2202.8,2217.0,2286.8,650.2,662.3,1692.4
FINLAND,Middle East,0.0,0.0,0.0,3.0,2.0,2.0,3.0,4.0,0.0,0.0,4.0,4.0,12.0,12.0,9.0,0.0,0.0,0.0,5.4,6.3,7.8,9.2,12.2,14.5,20.6,5.1,6.3,14.0
FINLAND,South Asia,0.0,0.0,0.0,6.0,5.0,6.0,6.0,5.0,0.0,4.0,8.0,8.0,22.0,32.0,23.0,25.0,0.0,0.0,18.5,19.4,24.5,28.6,34.0,38.0,45.8,10.8,6.4,27.8
FINLAND,Other not classified,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,153.5,171.4,163.0,217.2,213.0,219.7,152.0,48.6,40.6,91.0
FRANCE,Africa,0.0,996.0,1030.0,1064.0,981.0,1074.0,921.0,924.0,889.0,1596.0,1421.0,1434.0,1576.0,1765.0,1823.0,1876.7,2310.7,2275.7,2349.6,2483.4,2773.6,2926.7,2799.2,2919.9,3249.1,649.8,750.0,0.0
FRANCE,Americas,0.0,4191.0,4556.0,4849.0,5029.0,5698.0,5291.0,4639.0,3954.0,4786.0,4950.0,5406.0,6024.0,5963.0,5491.0,5379.7,6338.7,6132.5,6224.8,6619.8,7090.8,8131.4,8631.6,8956.0,8269.0,1653.8,1920.0,0.0
FRANCE,East Asia and the Pacific,0.0,1986.0,2036.0,2140.0,2261.0,2353.0,2114.0,2080.0,1890.0,2697.0,2827.0,3139.0,3206.0,3483.0,3371.0,3400.1,3905.4,4159.2,4660.6,5175.0,6198.2,5640.9,5683.2,6041.6,5282.8,1056.6,1230.0,0.0
FRANCE,Europe,0.0,54788.0,58515.0,61643.0,64453.0,67580.0,66491.0,69078.0,68072.0,64789.0,65217.0,67392.0,69272.0,67305.0,65245.0,65040.1,67122.8,68553.6,69388.2,68323.2,67037.2,64727.9,68292.8,69955.0,72766.5,38054.5,44185.0,0.0
FRANCE,Middle East,0.0,262.0,273.0,234.0,233.0,399.0,325.0,249.0,210.0,565.0,573.0,544.0,775.0,703.0,835.0,950.4,821.0,858.7,1010.6,1099.2,1351.9,1255.2,1351.3,1449.4,1346.6,269.3,310.0,0.0
FRANCE,Other not classified,0.0,183.0,181.0,178.0,191.0,85.0,60.0,42.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRENCH GUIANA,Americas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,25.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.7,23.9,27.7,0.0,0.0,0.0,0.0,0.0
FRENCH GUIANA,Europe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,64.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,71.7,83.1,0.0,0.0,0.0,0.0,0.0
FRENCH GUIANA,Other not classified,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRENCH POLYNESIA,Africa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.1,0.1,0.3
FRENCH POLYNESIA,Americas,60.0,55.0,54.0,62.0,80.0,0.0,107.0,72.0,89.0,86.0,80.0,89.0,81.0,71.0,52.0,53.0,64.0,67.0,68.3,78.2,79.0,82.1,82.2,91.1,104.0,35.6,42.5,106.0
FRENCH POLYNESIA,East Asia and the Pacific,37.0,34.0,42.0,38.0,38.0,0.0,36.0,40.0,42.0,45.0,46.0,48.0,50.0,42.0,35.0,33.0,34.0,38.0,36.9,38.9,41.1,43.2,46.5,43.0,38.3,6.2,0.9,17.1
FRENCH POLYNESIA,Europe,74.0,74.0,84.0,87.0,92.0,0.0,84.0,76.0,80.0,80.0,82.0,83.0,85.0,83.0,73.0,67.0,64.0,63.0,58.0,62.4,62.5,65.6,68.7,80.7,92.9,34.9,39.0,94.9
FRENCH POLYNESIA,Middle East,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.4,0.3,0.6,0.6,0.6,0.7,0.1,0.1,0.4
FRENCH POLYNESIA,South Asia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.4,0.5,0.6,0.6,0.4,0.4,0.1,0.0,0.1
FRENCH POLYNESIA,Other not classified,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GABON,Africa,21.0,28.0,33.0,48.0,41.0,38.0,42.0,52.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GABON,Americas,19.0,21.0,24.0,27.0,6.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GABON,East Asia and the Pacific,1.0,1.0,1.0,1.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GABON,Europe,72.0,82.0,94.0,103.0,104.0,112.0,119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GABON,Middle East,2.0,3.0,3.0,4.0,5.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GABON,Other not classified,9.0,10.0,12.0,12.0,17.0,1.0,1.0,156.0,167.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GAMBIA,Africa,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,5.0,1.0,3.0,4.0,3.0,3.0,3.0,2.0,15.0,16.0,23.0,15.0,14.8,13.4,13.2,16.6,22.1,6.0,7.8,24.3
GAMBIA,Americas,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,3.9,4.0,4.3,5.1,6.3,3.0,8.9,11.1
GAMBIA,East Asia and the Pacific,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
GAMBIA,Europe,40.0,72.0,81.0,86.0,91.0,75.0,54.0,77.0,64.0,84.0,93.0,101.0,121.0,123.0,115.0,73.0,87.0,109.0,109.0,102.0,81.0,106.0,106.0,141.2,156.2,60.1,38.5,83.9
GAMBIA,Middle East,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
GAMBIA,Other not classified,4.0,4.0,2.0,3.0,3.0,2.0,2.0,2.0,20.0,2.0,11.0,17.0,17.0,19.0,21.0,14.0,2.0,29.0,36.0,35.0,34.9,37.7,38.6,46.2,51.2,20.1,47.1,62.8
GEORGIA,Africa,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,1.3,2.1,2.2,2.6,4.1,6.3,8.2,8.4,9.4,2.1,7.1,11.3
GEORGIA,Americas,3.0,3.0,4.0,5.0,9.0,11.0,8.0,7.0,9.0,11.0,15.0,19.0,17.0,18.0,20.0,25.0,21.1,25.5,24.2,27.6,30.8,33.9,42.5,55.2,61.6,9.6,24.2,45.4
GEORGIA,East Asia and the Pacific,0.0,0.0,1.0,2.0,5.0,7.0,5.0,7.0,7.0,5.0,3.0,14.0,10.0,10.0,11.0,14.0,17.6,23.0,25.1,24.3,29.7,42.5,61.1,91.1,129.3,18.4,21.8,65.5
GEORGIA,Europe,78.0,106.0,304.0,304.0,363.0,358.0,282.0,275.0,289.0,343.0,533.0,936.0,1009.0,1243.0,1447.0,1957.0,2193.1,3479.5,4270.4,4391.9,4667.3,4641.9,5440.8,6087.6,6665.3,1297.0,1348.2,3902.8
GEORGIA,Middle East,0.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0,4.5,13.8,56.3,34.0,46.1,71.4,131.5,125.8,156.2,17.0,114.5,208.3
GEORGIA,South Asia,1.0,2.0,2.0,5.0,5.0,6.0,5.0,6.0,7.0,7.0,7.0,10.0,11.0,13.0,15.0,28.0,60.3,88.3,72.7,37.3,32.2,161.7,336.0,353.5,208.4,27.7,51.7,170.2
GEORGIA,Other not classified,3.0,5.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,3.0,2.0,413.8,473.7,503.5,486.6,445.8,435.1,462.6,481.8,495.6,141.6,153.8,300.4
GERMANY,Africa,124.0,124.0,134.0,137.0,142.0,160.0,147.0,144.0,143.0,146.0,144.0,167.0,164.0,160.0,158.0,193.0,193.0,227.0,246.0,253.6,274.0,262.6,271.2,272.5,284.2,73.9,62.4,195.2
GERMANY,Americas,1889.0,1942.0,2127.0,2351.0,2400.0,2865.0,2334.0,2151.0,2049.0,2337.0,2398.0,2783.0,2706.0,2572.0,2476.0,2883.0,2914.0,3155.0,3192.0,3271.8,3487.0,3508.5,3889.5,4084.7,4142.0,797.3,873.5,3045.9
GERMANY,East Asia and the Pacific,1546.0,1573.0,1590.0,1515.0,1567.0,1799.0,1651.0,1716.0,1605.0,1931.0,2001.0,2176.0,2105.0,1991.0,1790.0,2046.0,2297.0,2666.0,2805.0,3024.2,3556.0,3488.9,3888.7,3964.8,3962.6,579.2,313.6,1202.6
GERMANY,Europe,10820.0,11112.0,11491.0,11979.0,12497.0,13516.0,13093.0,13289.0,13878.0,14918.0,16100.0,17504.0,18423.0,19096.0,18782.0,20610.0,21861.0,23121.0,23899.0,24915.3,25951.0,26568.4,27635.3,28681.2,29489.2,10594.9,10047.7,23043.6
GERMANY,Middle East,62.0,76.0,84.0,97.0,93.0,106.0,117.0,128.0,143.0,160.0,185.0,202.0,223.0,242.0,259.0,336.0,343.0,449.0,517.0,587.4,698.0,673.1,660.8,636.0,604.3,96.0,166.0,404.7
GERMANY,South Asia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.0,161.0,172.0,190.0,194.2,213.0,231.2,268.7,289.7,307.1,55.8,42.5,160.3
GERMANY,Other not classified,406.0,377.0,411.0,433.0,416.0,537.0,518.0,542.0,581.0,644.0,672.0,737.0,800.0,823.0,754.0,665.0,605.0,621.0,696.0,752.8,791.0,822.6,837.3,951.7,773.9,252.1,182.3,410.3
GHANA,Africa,97.0,104.0,111.0,118.0,127.0,136.0,149.0,164.0,181.0,199.0,173.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,475.3,507.9,524.2,680.8,221.4,378.0,0.0
GHANA,Americas,24.0,26.0,27.0,29.0,31.0,34.0,37.0,41.0,45.0,49.0,63.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.2,90.5,93.4,141.7,53.2,103.0,0.0
GHANA,East Asia and the Pacific,14.0,15.0,16.0,17.0,18.0,19.0,21.0,23.0,26.0,28.0,11.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.4,28.9,30.9,44.6,19.4,12.0,0.0
GHANA,Europe,71.0,76.0,81.0,86.0,92.0,99.0,109.0,120.0,132.0,145.0,100.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.6,157.4,123.7,156.1,32.0,72.0,0.0
GHANA,Middle East,2.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,11.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,9.0,8.0,19.0,12.0,10.0,0.0
GHANA,South Asia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.8,24.1,23.4,26.2,11.4,17.0,0.0
