Country,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
"KOREA, REPUBLIC OF",3753.0,3684.0,3908.0,4250.0,4660.0,5322.0,5147.0,5347.0,4753.0,5818.0,6023.0,6155.0,6448.0,6891.0,7818.0,8798.0,9795.0,11140.0,12176.0,14202.0,13232.0,17242.0,13336.0,15347.0,17503.0,2519.0,967.0,3198.0
KUWAIT,1443.0,1565.0,1638.0,1763.0,1884.0,1944.0,2072.0,2316.0,2602.0,3056.0,3474.0,3899.0,4482.0,4736.0,5088.0,5208.0,5574.0,5729.0,6217.0,6528.0,6941.0,7055.0,7407.0,8508.0,8565.0,2161.0,1606.0,0.0
KYRGYZSTAN,36.0,42.0,87.0,290.0,165.0,173.0,199.0,183.0,342.0,398.0,319.0,766.0,1656.0,2379.0,2451.0,1224.0,3025.0,3393.0,4134.0,3791.0,4000.0,3853.0,4568.0,6947.0,8508.0,2079.0,3169.0,6901.0
LAO PEOPLE´S DEMOCRATIC REPUBLIC,346.0,403.0,463.0,500.0,614.0,737.0,674.0,736.0,636.0,895.0,1095.0,1215.0,1624.0,1737.0,2008.0,2513.0,2724.0,3330.0,3779.0,4159.0,4684.0,4239.0,3869.0,4186.0,4791.0,886.4,0.0,0.0
LATVIA,1633.0,1750.0,1842.0,1788.0,1738.0,1882.0,2061.0,2297.0,2524.0,3127.0,3791.0,4649.0,5209.0,5496.0,4727.0,5042.0,5538.0,5569.0,5822.0,6246.0,6842.0,6797.0,7726.0,7775.0,8342.0,3204.0,1937.0,0.0
LEBANON,450.0,424.0,558.0,631.0,673.0,742.0,837.0,956.0,1016.0,1278.0,1140.0,1063.0,1017.0,1333.0,1844.0,2168.0,1655.0,1366.0,1274.0,1355.0,1518.0,1688.0,1857.0,1964.0,1936.0,414.0,890.0,1466.0
LESOTHO,209.0,312.0,313.0,290.0,308.0,302.0,295.0,287.0,329.0,304.0,304.0,357.0,300.0,293.0,344.0,426.0,398.0,423.0,433.0,1079.0,1082.0,1196.0,1137.0,1173.0,1142.0,0.0,279.0,0.0
LIBYA,1832.0,1276.0,913.0,850.0,965.0,963.0,953.0,858.0,958.0,43.0,81.0,125.0,106.0,760.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LIECHTENSTEIN,59.4,56.2,57.1,59.2,59.5,61.6,56.5,48.7,49.0,48.5,49.8,54.9,72.8,72.9,66.5,64.3,67.0,62.4,59.6,61.3,56.7,69.1,79.3,85.3,98.1,58.4,70.8,100.8
LITHUANIA,2600.0,3497.0,3702.0,4287.0,4454.0,4092.0,4195.0,3999.0,3635.0,1800.0,2000.0,2180.0,4251.0,4459.0,4001.0,4073.0,4504.0,4979.0,5264.0,5217.0,5048.0,5322.0,5590.0,6115.0,6150.0,2284.0,2096.0,4725.0
LUXEMBOURG,768.0,724.0,778.0,789.0,863.0,852.0,836.0,885.0,867.0,878.0,913.0,908.0,914.0,877.0,847.0,805.0,874.0,950.0,945.0,1038.0,1090.0,1054.0,1046.0,1018.0,1041.0,525.0,615.0,1013.0
"MACAO, CHINA",7752.0,8151.0,7000.0,6949.0,7444.0,9162.0,10279.0,11531.0,11888.0,16673.0,18711.0,21998.0,27003.0,22933.0,21753.0,24965.0,28002.0,28082.0,29325.0,31526.0,30715.0,30950.0,32611.0,35804.0,39406.0,5897.0,7706.0,5700.3
MADAGASCAR,115.0,83.0,101.0,121.0,138.0,160.0,170.0,62.0,139.0,229.0,277.0,312.0,344.0,375.0,163.0,196.0,225.0,256.0,196.0,222.0,282.0,333.0,285.0,360.0,486.0,87.1,7.8,0.0
MALAWI,192.0,194.0,207.0,220.0,254.0,228.0,266.0,383.0,424.0,427.0,438.0,638.0,735.0,742.0,755.0,746.0,767.0,770.0,795.0,819.0,805.0,849.0,837.0,871.0,978.0,199.0,432.0,0.0
MALAYSIA,14885.0,14084.0,12591.0,10886.0,13910.0,17213.0,22995.0,20756.0,16293.0,24432.0,24209.0,25298.0,28325.0,25321.0,31509.0,24577.0,24714.0,25033.0,25715.0,27437.0,25721.0,26757.0,25948.0,25832.0,35046.0,6102.0,399.0,19016.0
MALDIVES,315.0,339.0,366.0,396.0,430.0,467.0,461.0,485.0,564.0,617.0,395.0,602.0,676.0,683.0,656.0,792.0,931.0,958.0,1125.0,1205.0,1234.0,1286.0,1390.0,1484.0,1703.0,555.0,1322.0,1675.0
MALI,42.0,98.0,75.0,83.0,82.0,86.0,89.0,96.0,110.0,113.0,143.0,153.0,164.0,190.0,160.0,169.0,160.0,134.0,142.0,168.0,159.0,173.0,193.0,203.0,217.0,75.0,168.0,0.0
MALTA,1193.0,1123.0,1238.0,1326.0,1402.0,1387.0,1439.0,1483.0,1512.0,1428.0,1484.0,1521.0,1723.0,1832.0,1608.0,1815.0,1916.0,2007.0,2013.0,2162.0,2383.0,2592.0,2944.0,3232.0,3519.0,718.0,1110.0,2776.2
MARSHALL ISLANDS,5.5,6.2,6.4,6.4,4.6,5.2,5.4,6.0,7.2,9.0,9.2,5.8,7.2,6.0,5.4,4.6,4.6,4.6,0.0,4.9,6.3,6.5,7.9,6.8,6.1,2.0,0.035,0.0
MARTINIQUE,885.0,885.0,900.0,964.0,903.0,816.0,663.0,654.0,722.0,630.0,577.0,599.0,573.0,568.0,511.0,553.0,538.0,603.0,622.0,696.0,762.0,842.0,1003.0,1002.0,919.0,523.6,312.0,661.0
MAURITANIA,0.0,0.0,0.0,0.0,24.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAURITIUS,437.0,509.0,558.0,579.0,600.0,678.0,675.0,709.0,721.0,739.0,782.0,807.0,933.0,970.0,890.0,956.0,983.0,984.0,1015.0,1065.0,1174.0,1307.0,1371.0,1431.0,1418.0,315.6,180.3,1003.1
MEXICO,85446.0,90394.0,92915.0,95214.0,99869.0,105673.0,100718.0,100153.0,92330.0,99250.0,103146.0,97701.0,93582.0,92948.0,88044.0,81953.0,75732.0,76749.0,78100.0,81042.0,87129.0,94853.0,99349.0,96497.0,97406.0,51128.0,55301.0,65995.0
"MICRONESIA, FEDERATED STATES OF",0.0,17.6,17.2,13.4,16.1,20.5,15.3,19.1,18.2,19.3,19.0,19.1,21.1,25.7,47.5,44.7,35.4,38.3,42.1,35.4,31.2,29.6,0.0,19.2,18.0,0.0,0.0,0.0
"MOLDOVA, REPUBLIC OF",32.8,29.0,21.2,19.9,14.1,19.0,16.0,20.2,23.6,69.0,67.0,63.0,70.0,73.0,60.0,64.0,75.0,89.0,95.6,93.9,94.4,121.0,145.0,160.0,174.0,29.0,69.0,162.0
MONACO,233.0,226.0,259.0,278.0,278.0,300.0,270.0,263.0,235.0,250.0,286.0,313.0,328.0,324.0,265.0,279.0,295.0,292.0,328.0,329.0,331.0,336.0,355.0,347.0,363.0,159.0,218.4,327.0
MONGOLIA,108.0,71.0,82.0,197.0,160.0,158.0,192.0,235.0,205.0,305.0,345.0,408.0,455.0,469.0,465.0,557.0,627.0,624.0,515.0,506.0,467.0,471.0,543.0,598.0,637.0,66.9,39.2,301.0
MONTENEGRO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.0,142.0,188.0,272.0,378.0,984.0,1031.0,1044.0,1088.0,1201.0,1264.0,1324.0,1350.0,1560.0,1662.0,1877.0,2077.0,2510.0,351.0,1554.0,2036.0
MONTSERRAT,19.3,9.0,6.1,9.4,13.0,14.3,15.6,15.0,13.6,15.2,13.1,9.5,8.7,8.4,7.3,7.7,7.4,9.905,8.7,10.7,13.3,13.5,18.6,16.7,19.3,7.7,1.6,0.0
MOROCCO,2752.0,2856.0,3203.0,3267.0,4088.0,4458.0,4596.0,4709.0,5021.0,5732.0,6077.0,6777.0,7701.0,8209.0,8661.0,9752.0,9784.0,9830.0,10349.0,10507.0,10542.0,10677.0,11540.0,12489.0,13109.0,2802.0,3722.0,10968.0
MOZAMBIQUE,0.0,0.0,0.0,0.0,0.0,0.0,404.0,943.0,726.0,711.0,954.0,1095.0,1259.0,1439.0,1711.0,1836.0,2013.0,2206.0,1970.0,1751.0,1634.0,1715.0,1514.0,2870.0,2033.0,959.0,549.0,879.0
MYANMAR,194.0,490.0,491.0,478.0,435.0,416.0,475.0,487.0,597.0,657.0,660.0,630.0,716.0,731.0,763.0,792.0,816.0,1059.0,2044.0,3081.0,4681.0,2907.0,3443.0,3551.0,4364.0,903.0,131.0,233.0
NAMIBIA,421.0,560.0,610.0,681.0,694.0,759.0,700.0,799.0,739.0,986.0,856.0,961.0,1048.0,1079.0,1100.0,1114.0,1163.0,1245.0,1327.0,1429.0,1488.0,1551.0,1581.0,1639.0,1651.0,187.1,261.3,528.0
NEPAL,363.0,394.0,422.0,464.0,492.0,464.0,361.0,275.0,338.0,385.0,375.0,384.0,527.0,500.0,510.0,603.0,736.0,803.0,798.0,790.0,539.0,753.0,940.0,1173.0,1197.0,230.0,151.0,614.8
NETHERLANDS,6574.0,6580.0,7841.0,9312.0,9874.0,10003.0,9500.0,9595.0,9181.0,9646.0,10012.0,10739.0,11008.0,10104.0,9921.0,10883.0,11300.0,11680.0,12783.0,13925.0,15007.0,15828.0,17924.0,18780.0,20129.0,7265.0,6248.0,16063.0
NEW CALEDONIA,122.0,138.0,139.0,127.0,151.0,161.0,152.0,158.0,166.0,177.0,182.0,219.0,227.0,256.0,230.0,282.0,348.0,390.0,494.0,529.0,558.0,625.0,626.0,576.0,474.0,79.0,12.4,139.0
NEW ZEALAND,1409.0,1529.0,1497.0,1485.0,1607.0,1787.0,1909.0,2045.0,2104.0,2334.0,2366.0,2409.0,2455.0,2483.0,2473.0,2530.0,2617.0,2574.0,2710.0,2854.0,3129.0,3494.0,3723.0,3858.0,3888.0,996.0,207.0,1434.0
NICARAGUA,341.0,388.0,453.0,483.0,530.0,581.0,584.0,579.0,646.0,735.0,804.0,891.0,978.0,1011.0,1010.0,1071.0,1122.0,1233.0,1273.0,1390.0,1456.0,1596.0,1958.0,1412.0,1455.0,474.0,312.4,932.7
NIGER,35.0,68.0,68.0,41.0,39.0,50.0,52.0,39.0,55.0,57.0,58.0,60.0,48.0,73.0,66.0,74.0,82.0,94.0,123.0,135.0,135.0,152.0,164.0,157.0,192.0,85.0,0.0,0.0
NIGERIA,1031.0,1230.0,1292.0,1357.0,1425.0,1492.0,1753.0,2046.0,2253.0,2646.0,2778.0,3056.0,5239.0,5820.0,6053.0,6113.0,3765.0,4673.0,4038.0,4803.0,6017.0,5265.0,5182.0,5254.0,5361.0,1209.0,1246.0,1271.0
NIUE,2.2,1.5,1.8,1.7,1.9,1.9,1.4,2.1,2.7,2.6,2.8,3.0,3.5,4.7,4.7,6.2,6.1,5.0,7.0,7.4,7.7,8.9,11.600000000000001,10.5,10.2,1.3,0.2,0.0
NORTH MACEDONIA,147.0,136.0,121.0,157.0,181.0,224.0,99.0,123.0,158.0,165.0,197.0,202.0,230.0,255.0,259.0,262.0,327.0,351.0,400.0,425.0,486.0,510.0,631.0,707.0,758.0,118.0,294.0,537.0
NORTHERN MARIANA ISLANDS,676.0,736.0,695.0,490.0,502.0,529.0,444.0,476.0,459.0,536.0,507.0,436.0,389.0,397.0,354.0,379.0,341.0,401.0,439.0,460.0,479.0,531.0,660.0,518.0,487.0,89.0,12.7,96.6
NORWAY,2880.0,2746.0,2702.0,5045.0,5123.0,5121.0,5115.0,4543.0,4686.0,5130.0,5418.0,5738.0,6017.0,6054.0,6114.0,6578.0,6693.0,4538.0,4778.0,4855.0,5361.0,5960.0,6252.0,5688.0,5879.0,1397.0,1435.0,4979.4
OMAN,279.0,349.0,376.0,424.0,503.0,571.0,1095.0,1112.0,1210.0,1407.0,1101.0,1385.0,1360.0,1540.0,1584.0,1500.0,1393.0,1714.0,1923.0,2225.0,2634.0,3207.0,3178.0,3242.0,3506.0,869.0,652.0,2920.0
PAKISTAN,378.0,369.0,375.0,429.0,432.0,557.0,500.0,498.0,501.0,648.0,798.0,898.0,840.0,823.0,855.0,907.0,1161.0,966.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PALAU,53.0,69.0,74.0,64.0,55.0,58.0,54.0,59.0,63.0,89.0,81.0,82.0,88.0,81.0,71.0,85.0,111.0,120.0,108.0,140.0,162.0,138.0,123.0,106.0,94.0,18.4,0.0,0.0
PANAMA,417.0,443.0,504.0,529.0,555.0,600.0,737.0,800.0,897.0,1004.0,1070.0,1215.0,1428.0,1575.0,1562.0,1726.0,2004.0,2086.0,2202.0,2305.0,2553.0,2379.0,2517.0,2487.0,2494.0,647.0,804.0,1946.0
PAPUA NEW GUINEA,42.0,61.0,66.0,67.0,67.0,58.0,54.0,54.0,56.0,59.0,69.0,78.0,104.0,120.0,126.0,146.0,165.0,175.0,182.0,191.0,199.0,198.0,182.0,195.0,211.0,39.0,17.0,69.4
PARAGUAY,15678.0,12868.0,10955.0,9818.0,6569.0,3924.0,3550.0,3194.0,2859.0,2589.0,2648.0,2830.0,3005.0,3118.0,3183.0,3171.0,3365.0,3655.0,3538.0,3455.0,4102.0,4318.0,4744.0,4183.0,4368.0,1077.0,571.0,1548.0
PERU,479.0,584.0,649.0,726.0,694.0,800.0,901.0,1304.0,1380.0,1650.0,1938.0,2227.0,2451.0,2581.0,2681.0,2948.0,3299.0,3642.0,4010.0,4062.0,4381.0,4718.0,4992.0,5384.0,5275.0,1119.0,444.0,2278.5
PHILIPPINES,1760.0,2049.0,2223.0,2149.0,2171.0,1992.0,1797.0,1933.0,1907.0,2291.0,2623.0,2843.0,3092.0,3139.0,3017.0,3520.0,3917.0,4273.0,4681.0,4833.0,5361.0,5967.0,6621.0,7168.0,8261.0,1483.0,164.0,2654.0
POLAND,82244.0,87439.0,87817.0,88592.0,89118.0,84515.0,61431.0,50735.0,52130.0,61918.0,64606.0,65115.0,66208.0,59935.0,53840.0,58340.0,60745.0,67390.0,72310.0,73750.0,77743.0,80476.0,83804.0,85946.0,88515.0,51076.0,51026.0,71814.0
PORTUGAL,23066.0,23252.0,24244.0,26560.0,27016.0,28014.0,28150.0,27194.0,27532.0,21165.0,21173.0,22588.0,6788.0,6962.0,6439.0,6756.0,7264.0,7503.0,9177.0,10497.0,11723.0,13359.0,15432.0,16186.0,17283.0,4208.0,6345.0,16308.0
PUERTO RICO,4087.0,4110.0,4350.0,4671.0,4221.0,4566.0,4908.0,4364.0,4402.0,4889.0,5073.0,5022.0,5062.0,5213.0,4415.0,4379.0,4214.0,4197.0,4210.0,4456.0,5051.0,5003.0,4927.0,4260.0,4931.0,3882.0,2754.7,3637.5
QATAR,309.0,327.0,333.0,320.0,357.0,378.0,376.0,587.0,557.0,732.0,913.0,946.0,964.0,1405.0,1482.0,1700.0,2057.0,2324.0,2612.0,2839.0,2941.0,2938.0,2256.0,1819.0,2136.5,582.0,611.0,2560.0
REUNION,304.0,350.0,374.0,400.0,394.0,430.0,424.0,426.0,432.0,430.0,409.0,279.0,381.0,396.0,422.0,420.0,471.0,447.0,416.0,406.0,426.0,458.0,551.0,574.0,601.0,255.1,251.0,495.0
ROMANIA,5445.0,5205.0,5149.0,4831.0,5224.0,5264.0,4938.0,4794.0,5595.0,6600.0,5839.0,6037.0,7722.0,8862.0,7575.0,7498.0,7611.0,7937.0,8019.0,8442.0,9331.0,10223.0,10926.0,11720.0,12815.0,5023.0,6789.0,12697.0
RUSSIAN FEDERATION,10290.0,16208.0,17463.0,16188.0,18820.0,21169.0,21595.0,23309.0,22521.0,22064.0,22201.0,22486.0,22909.0,23676.0,21339.0,22281.0,24932.0,28177.0,30792.0,32421.0,33729.0,24571.0,24390.0,24551.0,24419.0,6359.0,0.0,0.0
RWANDA,0.0,0.0,0.0,0.0,0.0,104.0,113.0,0.0,0.0,0.0,0.0,531.0,610.0,669.0,664.0,667.0,908.0,1061.0,1122.0,1220.0,1298.0,1377.0,1570.0,1711.0,1634.0,497.0,511.0,0.0
SABA,25.0,24.3,28.6,25.4,24.3,24.4,23.9,21.5,20.5,23.2,24.9,22.9,21.7,22.5,23.7,22.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAINT KITTS AND NEVIS,203.0,172.0,194.0,250.0,226.0,247.0,334.0,240.0,247.0,383.0,365.0,350.0,379.0,533.0,548.0,624.0,723.0,666.0,695.0,818.0,1036.0,1055.0,1194.0,1278.0,1107.0,301.4,122.6,589.1
SAINT LUCIA,407.0,422.0,563.0,629.0,666.0,727.0,747.0,648.0,683.0,791.0,720.0,670.0,905.0,925.0,982.0,984.0,950.0,889.0,921.0,987.0,1031.0,948.0,1064.0,1165.0,1220.0,432.5,297.0,714.0
SAINT VINCENT AND THE GRENADINES,218.0,216.0,200.0,202.0,223.0,256.0,254.0,247.0,242.0,262.0,256.0,306.0,328.0,250.0,271.0,231.0,208.0,200.0,200.0,205.0,207.0,227.0,303.6,356.0,399.0,155.0,56.7,210.0
SAMOA,68.0,73.0,68.0,78.0,85.0,88.0,88.0,89.0,92.0,98.0,102.0,116.0,122.0,122.0,129.0,130.0,128.0,135.0,125.0,132.0,139.0,146.0,158.0,172.0,181.0,23.9,2.6,50.6
SAN MARINO,3368.0,3345.0,3308.0,3264.0,3148.0,3071.0,3036.0,3102.0,2882.0,2812.0,2107.0,2136.0,2164.0,2112.0,2056.0,1976.0,2038.0,1869.0,1905.0,2004.0,1888.0,2000.0,1937.0,1874.0,1904.0,1015.0,1354.0,0.0
SAO TOME AND PRINCIPE,6.2,6.4,4.8,5.6,5.8,7.1,7.7,9.2,10.0,10.6,15.8,12.3,11.8,14.5,15.2,8.0,12.2,0.0,0.0,0.0,25.6,28.9,28.9,33.4,34.9,10.7,15.1,0.0
SAUDI ARABIA,4398.0,0.0,0.0,0.0,0.0,6585.0,6727.0,7511.0,7332.0,11083.0,10417.0,10962.0,13479.0,17717.0,13319.0,13025.0,15776.0,19847.0,19934.0,23010.0,21834.0,20887.0,18607.0,17570.0,20292.0,4882.0,3869.0,18256.0
SENEGAL,280.0,282.0,314.0,352.0,369.0,389.0,396.0,427.0,502.0,677.0,779.0,876.0,879.0,877.0,815.0,906.0,977.0,967.0,1069.0,976.0,1014.0,1219.0,1376.0,0.0,0.0,0.0,0.0,0.0
SERBIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312.0,339.0,392.0,453.0,469.0,696.0,646.0,645.0,683.0,764.0,810.0,922.0,1029.0,1132.0,1281.0,1497.0,1711.0,1847.0,446.0,871.0,1773.0
SERBIA AND MONTENEGRO,228.0,301.0,298.0,283.0,152.0,239.0,351.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SEYCHELLES,127.0,142.0,136.0,134.0,130.0,140.0,138.0,135.0,127.0,126.0,135.0,151.0,171.0,173.0,178.0,191.0,210.0,216.0,237.0,239.0,296.0,333.0,382.0,405.0,428.0,124.5,183.0,339.0
SIERRA LEONE,13.8,21.9,7.5,12.9,10.6,15.8,24.1,28.4,38.1,43.6,40.0,33.7,32.2,36.0,37.0,39.0,52.0,75.0,95.0,53.0,31.0,60.0,59.0,66.0,71.0,26.0,44.0,0.0
SINGAPORE,7137.0,7292.0,7198.0,6242.0,6958.0,7691.0,7522.0,7567.0,6127.0,8329.0,8943.0,9751.0,10285.0,10116.0,9683.0,11642.0,13171.0,14496.0,15568.0,15095.0,15231.5,16403.0,17425.0,18508.0,19116.0,2742.0,330.0,6306.0
SINT EUSTATIUS,25.0,24.0,25.0,25.0,25.0,27.0,30.0,9.8,10.5,11.1,10.4,9.6,11.6,11.8,12.0,11.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SINT MAARTEN (DUTCH PART),1024.0,1022.0,1325.0,1339.0,1061.0,1300.0,1271.0,1436.0,1600.0,1823.0,1956.0,1890.0,1891.0,1821.0,1655.0,1956.0,2080.0,2210.0,2253.0,2502.0,2407.0,2197.0,1640.0,1775.0,1952.0,542.0,482.0,1217.0
SLOVAKIA,903.0,951.0,814.0,896.0,975.0,1053.0,1219.0,1399.0,1387.0,1401.0,1515.0,1612.0,1685.0,1767.0,1298.0,1327.0,1460.0,1528.0,12583.0,11556.0,14936.0,17376.0,15406.0,15299.0,16086.0,0.0,0.0,0.0
SLOVENIA,63674.0,71876.0,76568.0,65587.0,60009.0,63580.0,61878.0,60031.0,59388.0,63013.0,60230.0,58274.0,61293.0,1958.0,1824.0,2049.0,2236.0,2377.0,2502.0,2675.0,3022.0,3397.0,3991.0,4425.0,4702.0,1216.0,1832.0,3936.0
SOLOMON ISLANDS,11.8,10.3,13.8,15.8,0.0,5.2,0.0,0.0,6.6,5.6,9.4,11.5,13.7,16.3,18.3,20.5,22.9,23.9,24.4,20.1,21.6,23.2,25.7,27.9,28.9,4.4,0.7,0.0
SOUTH AFRICA,4684.0,5186.0,5170.0,5898.0,6026.0,6001.0,5908.0,6550.0,6640.0,6815.0,7518.0,8509.0,9208.0,9729.0,9532.0,11303.0,12097.0,13069.0,14318.0,14530.0,13952.0,15121.0,14975.0,15004.0,14797.0,3886.6,2664.0,7342.0
SPAIN,52460.0,55077.0,62415.0,68068.0,72040.0,74580.0,75564.0,79313.0,82326.0,85981.0,92563.0,96152.0,98907.0,97670.0,91899.0,93744.0,99187.0,98128.0,103231.0,107144.0,109834.0,115561.0,121717.0,124456.0,126170.0,36410.0,51631.0,104968.0
SRI LANKA,414.0,315.0,384.0,409.0,465.0,445.0,397.0,457.0,583.0,681.0,669.0,689.0,592.0,526.0,538.0,766.0,976.0,1133.0,1415.0,1665.0,1993.0,2168.0,2248.0,2521.0,2027.0,540.0,195.0,758.8
STATE OF PALESTINE,0.0,795.0,685.0,767.0,907.0,1055.0,43.0,33.0,37.0,56.0,88.0,123.0,928.0,1487.0,1740.0,2821.0,2730.0,3051.0,2874.0,2907.0,2054.0,2231.0,3192.0,3429.0,4232.0,1000.0,0.0,0.0
SUDAN,29.0,38.0,30.0,36.0,39.0,38.0,50.0,52.0,52.0,61.0,246.0,328.0,436.0,440.0,420.0,495.0,536.0,575.0,591.0,684.0,741.0,800.0,813.0,836.0,0.0,0.0,0.0,0.0
SURINAME,69.0,74.0,78.0,70.0,72.0,72.0,68.0,60.0,100.0,138.0,161.0,154.0,167.0,151.0,151.0,206.0,221.0,240.0,250.0,253.0,229.0,257.0,279.0,0.0,0.0,0.0,0.0,0.0
SWEDEN,2310.0,2376.0,2388.0,2573.0,2595.0,3828.0,7432.0,7457.0,7627.0,4676.0,4883.0,4729.0,5224.0,4555.0,4899.0,5183.0,19405.0,20011.0,18803.0,19945.0,6482.0,6782.0,7054.0,7440.0,7616.0,1957.0,2990.0,6629.0
SWITZERLAND,6946.0,6730.0,7039.0,7185.0,7154.0,7821.0,7455.0,6868.0,6530.0,0.0,7229.0,7863.0,8448.0,8608.0,8294.0,8628.0,8534.0,8566.0,8967.0,9158.0,9305.0,10402.0,11133.0,11715.0,11818.0,3690.0,4390.0,9159.5
SYRIAN ARAB REPUBLIC,2253.0,2435.0,2332.0,2464.0,2682.0,3412.0,3671.0,4678.0,4837.0,6334.0,5859.0,5682.0,5434.0,6951.0,7721.0,10970.0,6476.0,0.0,0.0,0.0,0.0,1043.0,1291.0,1802.0,2424.0,479.0,661.0,0.0
TAIWAN PROVINCE OF CHINA,2332.0,2358.0,2372.0,2299.0,2411.0,2624.0,2831.0,2978.0,2248.0,2950.0,3378.0,3520.0,3716.0,3845.0,4395.0,5567.0,6087.0,7311.0,8016.0,9910.0,10440.0,10690.0,10740.0,11067.0,11864.0,1378.0,140.0,896.0
TAJIKISTAN,0.0,0.7,2.1,3.2,4.5,7.7,5.2,0.0,0.0,0.0,0.0,0.0,0.0,325.0,207.0,160.0,183.0,244.0,208.0,213.0,414.0,344.0,431.0,1035.0,1257.0,351.0,296.0,0.0
"TANZANIA, UNITED REPUBLIC OF",295.0,326.0,360.0,482.0,627.0,501.0,525.0,575.0,576.0,583.0,613.0,644.0,719.0,770.0,714.0,783.0,868.0,1077.0,1096.0,1140.0,1137.0,1284.0,1327.0,1506.0,1527.0,621.0,1027.0,1455.0
THAILAND,6952.0,7434.0,7530.0,8204.0,9151.0,10096.0,10751.0,10873.0,10082.0,11737.0,11567.0,13822.0,14464.0,14584.0,14150.0,15936.0,19230.0,22354.0,26547.0,24810.0,29923.0,32530.0,35592.0,38178.0,39916.0,6725.0,511.0,0.0
TIMOR-LESTE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,22.0,36.0,44.0,40.0,51.0,58.0,79.0,60.0,61.6,65.6,73.9,74.6,80.8,17.9,5.5,0.0
TOGO,53.0,58.0,92.0,69.0,70.0,60.0,57.0,58.0,61.0,83.0,81.0,94.0,86.0,74.0,150.0,202.0,300.0,235.0,327.0,282.0,273.0,338.0,514.0,573.0,876.0,482.0,0.0,0.0
TONGA,33.0,31.0,29.0,35.0,44.0,43.0,38.0,45.0,51.0,51.0,60.0,54.0,65.0,65.0,74.7,65.0,68.4,57.2,59.7,65.8,72.6,86.7,86.6,77.3,94.0,11.5,0.2,22.3
TRINIDAD AND TOBAGO,282.0,317.0,360.0,377.0,421.0,503.0,468.0,451.0,474.0,501.0,529.0,534.0,531.0,482.0,534.0,490.0,491.0,504.0,467.0,458.6,521.7,498.3,469.8,507.8,481.5,141.1,41.1,253.3
TUNISIA,4186.0,3986.0,4392.0,4831.0,5000.0,5244.0,5663.0,5322.0,5492.0,6419.0,6975.0,7176.0,7512.0,7750.0,8507.0,8640.0,6038.0,6999.0,7352.0,7163.0,5359.0,5724.0,7052.0,8299.0,9429.0,2012.0,2475.0,6441.0
TÜRKIYE,7727.0,8614.0,9689.0,9753.0,7487.0,10428.0,11619.0,13256.0,14030.0,17517.0,21125.0,19820.0,27215.0,31138.0,31760.0,32997.0,36769.0,37715.0,39861.0,41627.0,41114.0,30907.0,37970.0,46113.0,51747.0,15971.0,30039.0,51388.0
TURKMENISTAN,233.0,282.0,332.0,380.0,0.0,3.4,5.2,10.8,8.2,14.8,11.6,5.6,8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TURKS AND CAICOS ISLANDS,79.0,88.0,93.0,111.0,121.0,152.0,166.0,155.0,164.0,173.0,176.0,248.0,265.0,757.0,865.0,899.0,1010.0,968.0,1069.0,1330.0,1316.0,1296.0,1243.0,1463.0,1599.0,370.4,432.0,0.0
TUVALU,0.9,1.0,1.0,1.0,1.1,1.1,1.1,1.3,1.4,1.3,1.1,1.1,1.1,1.7,1.6,1.7,1.2,1.1,1.3,1.4,2.4,2.5,2.5,3.1,3.7,0.6,0.04,0.244
UGANDA,160.0,174.0,175.0,195.0,189.0,193.0,205.0,254.0,305.0,512.0,468.0,539.0,642.0,844.0,807.0,946.0,1151.0,1197.0,1206.0,1266.0,1303.0,1323.0,1402.0,1506.0,1543.0,473.0,513.0,815.0
UKRAINE,6127.0,6750.0,14743.0,12003.0,10990.0,11691.0,11877.0,12793.0,15161.0,18583.0,20489.0,21714.0,26162.0,28827.0,24033.0,24114.0,24535.0,25061.0,26025.0,13227.0,13025.0,13734.0,14579.0,14342.0,13710.0,3382.0,4272.0,2307.0
